pathway	pval	padj	log2err	ES	NES	size	leadingEdge	contrast	method
HALLMARK_UV_RESPONSE_DN	0.0318132967348294	0.0611794167977489	0.321775918075361	-0.330357988421704	-1.35151626164077	137	IGFBP5 MGLL CELF2 ID1 FYN ITGB3 FHL2 SCHIP1 TGFBR2 PRKCA GRK5 SYNE1 PLPP3 RASA2 PIK3CD CAP2 TFPI ATP2B1 PPARG RUNX1 GJA1 SLC22A18 PMP22 DAB2 LTBP1 EFEMP1 ADGRL2 PRDM2 KIT PDGFRB MAP1B COL1A1 SERPINE1 SRI RND3 KALRN COL5A2 ADORA2B MET ADD3 ATP2B4 MAPK14 CDKN1B AKT3 NOTCH2 DYRK1A SMAD3 PIK3R3 APBB2 LPAR1 RBPMS ERBB2 WDR37 CAV1 PTPRM	clusterPanc	none_q3
HALLMARK_UV_RESPONSE_UP	0.616279069767442	0.716603569497026	0.105125131597001	-0.230827051310675	-0.944285543758676	139	HLA-F HMOX1 CCK RHOB CA2 TAP1 TFRC OLFM1 TUBA4A IRF1 PTPRD NTRK3 HSPA2 RRAD CYB5B TYRO3 ALAS1 ICAM1 NPTXR LYN ALDOA ARRB2 E2F5 CASP3 H2AX GGH SLC6A12 PRKCD SLC6A8 PDLIM3 ATP6V1F PLCL1 CLTB CCNE1 GRINA AGO2 HYAL2 CCND3 ENO2 RFC4 BAK1	clusterPanc	none_q3
HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.72	0.8	0.0523759084097997	0.275954719850528	0.79349300673274	39	PSEN2 DKK1 HDAC5 JAG2 MYC DKK4 HDAC2 GNAI1 HDAC11 NCOR2 NCSTN KAT2A CSNK1E JAG1 RBPJ MAML1	clusterPanc	none_q3
HALLMARK_XENOBIOTIC_METABOLISM	0.0109397502605935	0.0237820657838989	0.380730400722792	0.439047002190335	1.54357442469979	171	REG1A TMEM97 MT2A RBP4 DHRS1 PDK4 AOX1 EPHX1 MAN1A1 BCAT1 PAPSS2 SPINT2 CYB5A SSR3 PEMT ITIH4 RAP1GAP F11 F10 AHCY SAR1B GSTA3 GCH1 PYCR1 CD36 DHRS7 ACOX1 PDLIM5 BCAR1 HNF4A ETFDH TMBIM6 ACP1 KARS1 GSTT2 DHPS SERPINA6	clusterPanc	none_q3
HALLMARK_ADIPOGENESIS	5.86113331178542e-05	0.000146528332794635	0.557332238758646	-0.38192830862214	-1.66167883211027	189	GPX3 MGST3 CD151 RTN3 SORBS1 CMBL TOB1 RNF11 APLP2 CRAT PHLDB1 ANGPTL4 NDUFA5 QDPR MAP4K3 SPARCL1 NKIRAS1 YWHAG PHYH REEP5 SUCLG1 ACADL FZD4 ECHS1 DNAJB9 GPHN MYLK DHCR7 PEMT ITSN1 PTGER3 ACOX1 ALDH2 HSPB8 MGLL UQCRQ POR PGM1 ELOVL6 SOWAHC GHITM PPARG ITGA7 COX7B COL4A1 ALDOA BCL2L13 ACAA2 SLC25A10 COX6A1 SOD1 HADH DHRS7 PEX14 ACADS GADD45A UQCRC1 COQ3 REEP6 MDH2 G3BP2 LPCAT3 GPD2 SCP2 TST ADCY6 RETSAT RMDN3 ACO2 COX8A NDUFAB1 GBE1 DBT IDH3A COQ9 CAVIN2	clusterLn	none_q3
HALLMARK_ALLOGRAFT_REJECTION	2.75810646041066e-36	1.37905323020533e-34	1.56979165706381	0.760402328478477	3.08821617844009	171	CD74 CD79A PTPRC HLA-DRA CXCL13 IRF8 LTB HLA-DQA1 HCLS1 MMP9 SRGN HLA-DMA ETS1 ITGAL WAS IL2RG HLA-DMB HLA-DOB PTPN6 HLA-DOA HLA-E MAP4K1 B2M FYB1 CD3E ITGB2 CTSS CCL19 RPL39 LCK HLA-A RPS19 CSK SPI1 LCP2 IL4R LYN CD4 CD2 CD40 RPS3A ITK CD3D TGFB1 SIT1 PRKCB LY75 CCND3 RPL9 TAP2 RPS9 SOCS1 NCF4 LY86 IL2RA NPM1 TAPBP IL2RB TAP1 CAPG IRF4 CD28 CCL5 ZAP70 ST8SIA4 FLNA IFNGR1 HDAC9 PSMB10 CD96 IL12RB1 IGSF6 ICOSLG CD3G IFNAR2 IL16 ICAM1 EIF3D CD247 PF4 TLR6 IRF7 CD40LG TRAT1 TLR1 IFNGR2 CD47 IL18 CD80 NCK1 GPR65 IKBKB HLA-G IL27RA CXCL9 GBP2 HIF1A CD8A STAT1 EIF5A	clusterLn	none_q3
HALLMARK_ANDROGEN_RESPONSE	0.130890052356021	0.152197735297699	0.199915231309662	-0.300136393188815	-1.1995566349095	98	TSC22D1 H1-0 MAP7 KRT19 AZGP1 DHCR24 TMPRSS2 NDRG1 AKAP12 ITGAV HOMER2 KRT8 PTPN21 CDC14B CCND1 PLPP1 ACSL3 DNAJB9 GUCY1A1 VAPA BMPR1B ADAMTS1 GPD1L HMGCS1	clusterLn	none_q3
HALLMARK_ANGIOGENESIS	0.000186927314446627	0.000389431905097141	0.518848077743792	-0.634762325608396	-1.98931186638735	29	SPP1 APP VEGFA NRP1 ITGAV APOH LRPAP1 TNFRSF21 POSTN FGFR1 PDGFA PTK2 JAG2 FSTL1 KCNJ8	clusterLn	none_q3
HALLMARK_APICAL_JUNCTION	0.283720930232558	0.308392315470172	0.0965629554309422	0.26560658603275	1.07915563820387	174	PTPRC RAC2 MMP9 FYB1 CNN2 PFN1 MSN SYK VASP EVL ARPC2 VCAM1 GNAI2 CAP1 MAP4K2 ICAM2 RHOF TRAF1 ARHGEF6 ICAM1 CD274 ZYX B4GALT1 MYH9 PLCG1 PECAM1 FSCN1	clusterLn	none_q3
HALLMARK_APICAL_SURFACE	0.25503355704698	0.283370618941089	0.127505315300183	-0.345243780033721	-1.14820372785892	37	APP HSPB1 ATP8B1 PKHD1 ATP6V0A4 THY1 RHCG SHROOM2 GSTM3 SULF2 TMEM8B RTN4RL1 DCBLD2 NTNG1 CX3CL1 AFAP1L2	clusterLn	none_q3
HALLMARK_APOPTOSIS	0.0532258064516129	0.0682382133995037	0.248911114434702	0.325176023455381	1.28980743789078	152	ISG20 CD69 BIRC3 HMGB2 CD2 TXNIP BCL2L11 TOP2A CD38 CD44 PLCB2 CASP8 LEF1 TAP1 CASP4 MCL1 HMOX1 CFLAR IFNGR1 CDC25B BAX CASP1 IRF1 CASP2 PMAIP1 BIK SAT1 GPX1 CYLD CASP3 IL18 GNA15 BMF CDK2	clusterLn	none_q3
HALLMARK_BILE_ACID_METABOLISM	0.000100221044841226	0.000238621535336251	0.538434096309916	-0.452508062276531	-1.79814577490538	93	TTR ALDH1A1 TFCP2L1 DHCR24 GC NR3C2 PHYH ABCA5 PFKM ABCA2 ABCD3 ABCA3 OPTN RXRA BBOX1 NR1H4 CYP46A1 PRDX5 AMACR NUDT12 RBP1 SERPINA6 PEX11A NR0B2 SLC27A2 SOD1 PIPOX GCLM ABCA9 SULT2B1 SLC29A1 SCP2 CROT ABCA8 RETSAT ACSL1	clusterLn	none_q3
HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.00310042396050031	0.00483837764653313	0.431707695803346	-0.441845593927236	-1.66828258757818	68	MAL2 ERRFI1 GNAI1 CD9 CYP51A1 TMEM97 ABCA2 ALDOC ACSS2 DHCR7 HMGCS1 SEMA3B SC5D ATF3 LDLR PPARG GSTM2 CBS ALCAM SCD FASN HMGCR CHKA PCYT2	clusterLn	none_q3
HALLMARK_COAGULATION	0.0391734334536528	0.052937072234666	0.321775918075361	-0.333052888751825	-1.36605201609717	111	HTRA1 CD9 HMGCS2 SERPINA1 RGN MMP7 GDA GNG12 CAPN2 CSRP1 LRP1 HPN F3 CRIP2 ITGB3 HNF4A F11 ADAM9 TIMP3 PRSS23 FURIN PLAT ITGA2 MMP15 P2RY1 THBS1 CFI MSRB2 BMP1 LAMP2 F10 FGG RAC1 DPP4 CPQ TFPI2 DUSP14 ANG GSN CAPN5 S100A1 SERPING1	clusterLn	none_q3
HALLMARK_COMPLEMENT	4.57300710664742e-05	0.000120342292280195	0.557332238758646	0.43295336141355	1.75908311622643	174	CR2 WAS PLEK APOC1 TNFAIP3 CTSS PFN1 LCK CTSH LCP2 LYN PSMB9 PIK3CG ERAP2 CTSC GNAI2 C3 C1QA LAP3 C1QC C1S GRB2 APOBEC3G CASP4 CR1 EHD1 FYN PIM1 CCL5 RHOG KYNU DOCK10 IRF2 CASP1 IRF1 IRF7 PRKCD PLA2G7 USP15 CD40LG LIPA PPP4C CASP3 APOBEC3F SPOCK2 ATOX1 PIK3R5 GP1BA GNG2 CBLB GNB4 SH2B3 GZMK LTF ITGAM	clusterLn	none_q3
HALLMARK_DNA_REPAIR	0.00329009679964253	0.00483837764653313	0.431707695803346	0.388622457697701	1.54017156301342	144	HCLS1 POLD4 TP53 TYMS PCNA ADA POLA2 DUT TAF10 ALYREF ZWINT LIG1 POLR1H APRT CSTF3 POLD1 RPA2 RFC3 FEN1 POLH PDE4B RPA3 POLR2G SRSF6 POLR3GL NCBP2 SSRP1 DGUOK NT5C RAD51 RFC4 ERCC5 DDB2 IMPDH2 AAAS PRIM1 TAF12 ITPA RFC2 PNP CCNO SF3A3 SUPT5H POLA1 SUPT4H1 NT5C3A RRM2B POLR2A VPS37B POLR2D RBX1 POLR2J POLR2E NUDT21 MPG COX17	clusterLn	none_q3
HALLMARK_E2F_TARGETS	5.63433343771163e-28	1.40858335942791e-26	1.37274298193398	0.698965367272204	2.87753753491105	190	HMGA1 DCK MYBL2 HMGB2 MCM5 TUBB TMPO RRM2 LMNB1 NAP1L1 MKI67 DNMT1 TACC3 DDX39A TOP2A LBR TP53 CKS2 SMC4 PTTG1 SMC1A PLK1 MCM7 EZH2 CDK1 CDC20 AURKB HNRNPD DEK MYC MCM3 TK1 KPNA2 PCNA MCM6 SNRPB H2AX H2AZ1 CDC25B ASF1B KIF22 CCNB2 POLA2 MTHFD2 ANP32E SRSF1 BUB1B MCM2 AURKA DUT TIPIN PNN MXD3 HELLS TRA2B UBE2S RAN RANBP1 SRSF2 NASP ILF3 JPT1 NCAPD2 LIG1 ATAD2 PSIP1 XPO1 PRKDC SYNCRIP NUP153 HMMR KIF2C PRIM2 BIRC5 RACGAP1 CTCF POLD1 CDKN3 CNOT9 RPA2 RAD21 TCF19 RFC3 CDCA3 CKS1B MAD2L1 SMC6 STMN1 RPA1 MCM4 MLH1 NOP56 SLBP EXOSC8 KIF18B RBBP7 RPA3 POLE CDKN2C XRCC6 SSRP1 NUP107 PHF5A TIMELESS EED CDK4 ESPL1 TFRC BARD1 LUC7L3 UBE2T SPC24 DEPDC1 RFC2 LYAR NUP205 CHEK2 GINS1 RFC1 CDKN1B STAG1 MRE11 CBX5 NBN TBRG4 RNASEH2A DSCC1 CSE1L E2F8 SPC25 CENPE RAD51AP1 PLK4 ASF1A	clusterLn	none_q3
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	3.40183699692195e-06	1.30839884496998e-05	0.627256739718528	-0.425940005344441	-1.8390600212657	171	PRSS2 SPP1 PFN2 HTRA1 EDIL3 APLP1 VEGFA SPOCK1 CRLF1 SCG2 CD59 DST ANPEP TGFBR3 TPM1 IGFBP2 CCN2 ITGB5 CAP2 CADM1 SGCB LRP1 PLOD2 SDC4 GPC1 MGP RGS4 ITGAV PVR QSOX1 SLC6A8 RHOB ITGB3 CDH2 MYL9 FERMT2 TPM2 TIMP3 POSTN MYLK THY1 SLIT3 MEST MAGEE1 SGCD ITGA2 DCN GADD45B THBS1 FBLN1 LAMC1 SLIT2 SFRP1 ENO2 BMP1 COL4A2 JUN	clusterLn	none_q3
HALLMARK_ESTROGEN_RESPONSE_EARLY	4.95830367652039e-08	3.09893979782525e-07	0.719512826338911	-0.460243157694927	-2.00126999345937	180	MUC1 CA12 RHOBTB3 MAPT OLFM1 SLC7A2 PODXL RETREG1 SCNN1A ADCY1 TOB1 FARP1 PDZK1 KRT19 WWC1 ELF3 RAB17 PLAAT3 CLDN7 KAZN ESRP2 ABAT SYBU TPD52L1 DYNLT3 DHRS3 TFF3 HES1 MPPED2 KRT8 WFS1 ITPK1 NPY1R SYNGR1 MYOF PRSS23 CCND1 ADCY9 DEPTOR ABCA3 SLC22A5 RHOD DHCR7 TBC1D30 SNX24 DLC1 NAV2 TTC39A FRK FOXC1 TJP3 FHL2 MINDY1 HSPB8 CELSR2 SLC24A3 REEP1 SEMA3B FKBP4 SLC1A1 NBL1 STC2 KRT18 SLC39A6 ABHD2 MAST4 ANXA9 BAG1 IGF1R PEX11A FASN OVOL2 IL17RB TSKU PGR KLF10 SLC27A2 AQP3 ZNF185 INPP5F SEC14L2 SLC19A2 SULT2B1 ARL3 FLNB RPS6KA2 AFF1 GJA1 BLVRB TPBG THSD4 SVIL	clusterLn	none_q3
HALLMARK_ESTROGEN_RESPONSE_LATE	3.75156488441549e-06	1.33984460157696e-05	0.627256739718528	-0.420789706926237	-1.82786389654667	178	CPE CA12 CKB CD9 MAPT OLFM1 HMGCS2 SERPINA1 PLXNB1 IMPA2 CA2 SCNN1A TOB1 FARP1 PDZK1 KRT19 HSPA4L CDH1 PLAAT3 DNAJC12 PKP3 PERP TPD52L1 ALDH3A2 DYNLT3 TFF3 HOMER2 AGR2 DLG5 WFS1 LLGL2 PCP4 ITPK1 PRKAR2B FGFR3 NPY1R MYOF CACNA2D2 PRSS23 CCND1 ABCA3 SLC22A5 DHCR7 MEST UNC13B PTGER3 FRK FOXC1 TJP3 EMP2 HSPB8 UGDH CELSR2 SLC24A3 SEMA3B FKBP4 NBL1 PRLR LARGE1 ABHD2 ANXA9 BAG1 KLK11 OVOL2 IL17RB ID2 PGR SLC27A2 TFPI2 CYP4F11 BTG3 SULT2B1 ARL3 FLNB RPS6KA2 AFF1 GALE BLVRB SLC29A1 TPBG SERPINA3 PAPSS2 TST	clusterLn	none_q3
HALLMARK_FATTY_ACID_METABOLISM	7.01137659146566e-07	3.50568829573283e-06	0.659444398037935	-0.458018688463781	-1.94027278849602	148	CEL ALDH1A1 GABARAPL1 MAOA HMGCS2 CA2 PTPRG DHCR24 CRAT EPHX1 SERINC1 PCBD1 ALDH3A2 YWHAH SUCLG1 ACADL ECHS1 ACADVL CA4 ETFDH SLC22A5 EHHADH RDH11 BMPR1B CBR1 ECI2 ACOX1 HMGCS1 UGDH MGLL TP53INP2 ALAD ENO2 GAD2 ADH7 ECI1 CPT1A ALDOA SUCLA2 GPD1 FASN MDH1 ACAA2 ACSM3 INMT PDHA1 HADH HPGD ACADS BPHL FABP2 CYP4A22 HSP90AA1 CRYZ REEP6 PPARA MIF MDH2 GPD2 HAO2 FH RETSAT ACO2 ACSL1	clusterLn	none_q3
HALLMARK_G2M_CHECKPOINT	7.73954390224038e-21	7.73954390224038e-20	1.1778932614942	0.647614344178992	2.66223648698018	188	HMGA1 MYBL2 MCM5 TMPO TGFB1 LMNB1 MKI67 TACC3 DDX39A TOP2A LBR HMGN2 SLC38A1 CKS2 SMC4 PTTG1 SMC1A PLK1 EZH2 CDK1 CDC20 AURKB HNRNPD TLE3 NUSAP1 MYC MCM3 TPX2 FOXN3 UBE2C KPNA2 MCM6 H2AX H2AZ1 CDC25B KIF22 CCNB2 POLA2 CCNA2 SRSF1 MTF2 ODC1 MCM2 AURKA SFPQ BUB3 TRA2B UBE2S KIF11 SRSF2 NASP ILF3 TFDP1 JPT1 SNRPD1 BUB1 KIF20B HNRNPU EWSR1 E2F1 XPO1 SYNCRIP HMMR KIF2C SRSF10 NUP50 PRIM2 KPNB1 CHAF1A PRC1 INCENP BIRC5 RACGAP1 TROAP CTCF SMARCC1 G3BP1 CDKN3 MARCKS RPA2 RAD21 HIF1A CUL3 NCL E2F4 CKS1B MAD2L1 RBL1 ATF5 CCNF STMN1 DKC1 SMC2 GINS2 DBF4 RBM14 KIF23 FANCC NOTCH2 SS18 KNL1 NUP98 POLE NEK2 CDKN2C PML RAD54L CENPA SLC7A5 DR1 CDC45 CDC7 CDK4 PRPF4B TOP1 ESPL1 BCL3 BARD1 RAD23B	clusterLn	none_q3
HALLMARK_GLYCOLYSIS	0.000132239292570243	0.000287476722978789	0.518848077743792	-0.384086812135428	-1.67012023787566	180	VEGFA PAM SDC2 PPP2CB CYB5A ALDOB GOT1 ELF3 AGRN CLDN3 PLOD2 ANGPTL4 GPC1 QSOX1 P4HA2 TFF3 FAM162A PYGB HOMER1 CHPF EGFR MXI1 MET IER3 CACNA1H ALDH7A1 NOL3 CITED2 GLCE DCN GPC4 DPYSL4 HDLBP SOX9 GFPT1 TPST1 RRAGD PC AK4 B4GALT2 FKBP4 ENO2 B3GNT3 NDST3 SLC37A4 STC2 CTH HS6ST2 PFKP IRS2 ALDOA EXT2 MDH1 PKP2 TXN EGLN3 SLC25A10 SDC1 SOD1 NDUFV3 ANG CAPN5 HSPA5 SRD5A3 KDELR3 TGFA MIF GALE MDH2 TPBG ADORA2B GALK2 GNE AK3 DSC2 ABCB6 PYGL GAL3ST1	clusterLn	none_q3
HALLMARK_HEDGEHOG_SIGNALING	0.000286925211726222	0.000573850423452445	0.49849310876659	-0.601906601799538	-1.92698808642843	33	ADGRG1 VEGFA RTN1 NRCAM SCG2 NRP1 CRMP1 OPHN1 DPYSL2 SLIT1 AMOT L1CAM THY1 NF1 NKX6-1 ETS2	clusterLn	none_q3
HALLMARK_HEME_METABOLISM	0.0100582805713505	0.0139698341268756	0.380730400722792	-0.320058898203877	-1.38334004868527	176	RAP1GAP BCAM H1-0 MGST3 DMTN FN3K SNCA CA2 ARHGEF12 TNS1 BSG ALDH1L1 PDZK1IP1 P4HA2 SLC6A8 PRDX2 MBOAT2 SELENBP1 ALDH6A1 SPTB MXI1 GDE1 CLCN3 NFE2L1 OPTN SYNJ1 HAGH PC XK ATP6V0A1 HEBP1 ALAD ADD2 LAMP2 ISCA1 SLC7A11 IGSF3 HBB SLC30A1 ACSL6 PPP2R5B AQP3 ASNS BNIP3L GCLM SLC25A37 BTRC BPGM EPOR SLC11A2 BLVRB TYR RHAG ADIPOR1 FBXO9 TFDP2 TSPAN5 ELL2 ABCB6 ENDOD1 CA1 SLC4A1 ALAS2 KLF3 MINPP1 SLC6A9 FECH SMOX	clusterLn	none_q3
HALLMARK_HYPOXIA	0.00224020771342831	0.00373367952238052	0.431707695803346	-0.348998138333097	-1.51703859610479	182	MT1E MT2A ERRFI1 VEGFA PAM CA12 SDC2 CDKN1C KIF5A NEDD4L ALDOB DTNA PPARGC1A CCN2 NDRG1 SDC4 AKAP12 ANGPTL4 GPC1 PCK1 FBP1 PPP1R3C P4HA2 F3 SELENBP1 FAM162A EGFR PRKCA ALDOC MXI1 IER3 FOSL2 BCAN CITED2 DCN GPC4 DPYSL4 HDLBP PRDX5 RRAGD ILVBL CDKN1A AK4 ENO2 PGM1 JUN ATF3 SLC37A4 B4GALNT2 STC2 LARGE1 IDS PFKP IRS2 BGN	clusterLn	none_q3
HALLMARK_IL2_STAT5_SIGNALING	0.00191648488023449	0.00330428427626637	0.45505986738723	0.384005299707825	1.57122702314282	184	IRF8 LTB SELL RHOH CD48 ADAM19 CD79B SWAP70 IL10RA IL4R CD83 TNFRSF1B BCL2 CTSZ CCND3 CD44 SOCS1 IL2RA PRKCH CTLA4 IL2RB SYNGR2 CAPG IRF4 PIM1 MYC IFNGR1 SCN9A TRAF1 TNFRSF9 ODC1 ICOS CDC42SE2 BATF NCOA3 MAP3K8 PHTF2 AHR CASP3 FLT3LG GPR65 GLIPR2 MAPKAPK2 SLC2A3 LRRC8C GBP4 HOPX CCR4 DCPS CD86 NOP2 POU2F1	clusterLn	none_q3
HALLMARK_IL6_JAK_STAT3_SIGNALING	2.65410812753807e-06	1.15606650441828e-05	0.627256739718528	0.576764437875097	2.08969974994217	79	CXCL13 LTB IL2RG ITGA4 IL4R TGFB1 CSF2RB TNFRSF1B CD38 CD44 SOCS1 IL2RA GRB2 HMOX1 PIM1 IFNGR1 PTPN1 IL6ST IL12RB1 MYD88 TYK2 IRF1 PF4 MAP3K8 IFNGR2 CBL EBI3 CSF2RA PIK3R5 CXCL9 IRF9 STAT1 CD14 BAK1 CCR1 PTPN2	clusterLn	none_q3
HALLMARK_INFLAMMATORY_RESPONSE	4.11708569962154e-06	1.37236189987385e-05	0.610526878385931	0.479579662692583	1.90967526671544	156	SELL IL7R CD48 CYBB CD69 RGS1 LCK IL10RA LCP2 IL4R LYN SEMA4D CD40 GPR183 NFKBIA CD82 CCR7 TNFRSF1B SLAMF1 TAPBP IL2RB IFITM1 CCL5 MYC RHOG NFKB1 GPR132 EMP3 TNFRSF9 ICOSLG BST2 IRF1 ICAM1 IRF7 KCNA3 TLR1 AHR IFNGR2 IL18 GNA15 EBI3 PIK3R5 GP1BA NMI CXCL9 LTA HIF1A	clusterLn	none_q3
HALLMARK_INTERFERON_ALPHA_RESPONSE	1.40190850273361e-11	1.16825708561134e-10	0.875325132024659	0.659679421489981	2.44305421651326	91	CD74 ISG20 SELL B2M IFI30 IL4R PSMB9 TXNIP SP110 PSMB8 HLA-C ELF1 UBA7 CASP8 LAP3 C1S TAP1 TRIM14 IFITM1 IRF2 MX1 CASP1 BST2 PSME1 IRF1 IRF7 EPSTI1 PARP12 PARP14 PSME2 CD47 NMI IRF9 GBP2 GBP4 IFIH1 OGFR UBE2L6 TRAFD1 TRIM26 TMEM140 SAMD9 USP18 ADAR OAS1 LAMP3 LPAR6 STAT2 CMTR1 HELZ2 NUB1 RIPK2	clusterLn	none_q3
HALLMARK_INTERFERON_GAMMA_RESPONSE	7.55088649936184e-25	1.25848108322697e-23	1.29512308741004	0.683246140498258	2.80563769219101	186	CD74 IRF8 HLA-DRB1 HLA-DQA1 ISG20 CIITA HLA-DMA PTPN6 CD69 TNFAIP3 HLA-B B2M BANK1 IFI30 BTG1 IL10RA TNFAIP2 HLA-A LCP2 IL4R PSMB9 TXNIP CD40 SP110 PSMB8 NFKBIA CSF2RB CD38 VCAM1 SOCS1 CASP8 LAP3 TAPBP IL2RB C1S MARCHF1 TAP1 CASP4 IRF4 RNF213 TRIM14 PIM1 CCL5 SAMHD1 OAS2 ST8SIA4 NFKB1 NLRC5 PELI1 PTPN1 PSMB10 IRF2 MX1 VAMP8 MYD88 MTHFD2 CASP1 BST2 PSME1 IFNAR2 IRF1 ICAM1 GPR18 IRF7 EPSTI1 CD274 XAF1 ITGB7 NCOA3 PARP12 PARP14 CASP3 PSME2 IL18BP NMI HLA-G MX2 CXCL9 IRF9 RAPGEF6 HIF1A KLRK1 STAT1 GBP4 IFIH1 OGFR UBE2L6 CD86 PTPN2 VAMP5 PDE4B TRAFD1 IDO1 TRIM26 IRF5	clusterLn	none_q3
HALLMARK_KRAS_SIGNALING_DN	1.17174926941998e-05	3.446321380647e-05	0.593325476396405	-0.451839820069917	-1.86763124560297	121	CPB1 CLPS CPA2 GP2 SPTBN2 SYNPO SLC25A23 SNCB EFHD1 IGFBP2 HSD11B2 TFCP2L1 CDH16 EGF GPRC5C ARHGDIG THRB RYR2 PDK2 KCNQ2 FGFR3 TENM2 ARPP21 KLK7 CLDN8 ATP6V1B1 BMPR1B CELSR2 TGFB2 COQ8A GAMT NPHS1	clusterLn	none_q3
HALLMARK_KRAS_SIGNALING_UP	0.000949650351695829	0.00175861176239968	0.477270815362862	0.391846433018341	1.58939934476285	172	LAPTM5 LCP1 IRF8 CD37 MMP9 CXCR4 DOCK2 ETS1 IL7R IL2RG IKZF1 BIRC3 TNFAIP3 MAP4K1 ITGB2 H2BC3 CTSS LAT2 IL10RA ST6GAL1 FUCA1 PSMB8 ADAMDEC1 TNFRSF1B GPNMB GYPC NIN MAP3K1	clusterLn	none_q3
HALLMARK_MITOTIC_SPINDLE	0.00384964505487926	0.0054994929355418	0.431707695803346	0.361866463872898	1.4907561233386	192	DOCK2 ARHGAP4 SEPTIN9 BCL2L11 CNTRL SSH2 LMNB1 EZR MYO9B TOP2A NIN SMC4 SMC1A PLK1 CDK1 ARF6 NUSAP1 RHOF TPX2 ARHGEF2 FLNA RASA2 ARHGAP27 EPB41 KIF22 CCNB2 AKAP13 AURKA CAPZB PLEKHG2 KIF11 WASF2 BUB1 KNTC1 MYH9 KIF20B FSCN1 CDC42 KIF2C NCK1 UXT PRC1 NCK2 INCENP BIRC5 RACGAP1 CCDC88A MARCKS RAPGEF6 TUBA4A PREX1 SUN2 ARHGDIA ABI1 KIF23 CEP57 NOTCH2 NEK2 ARL8A SOS1 ROCK1 RASA1 TUBGCP3 MAPRE1	clusterLn	none_q3
HALLMARK_MTORC1_SIGNALING	0.0971168437025797	0.115615290122119	0.175204047558551	0.295769819645668	1.21846237149625	192	CORO1A CXCR4 SLA ITGB2 IFI30 DAPP1 GGA2 ACTR3 RRM2 EDEM1 DDX39A CTSC ACTR2 ELOVL5 PLK1 SHMT2 TCEA1 MTHFD2 MCM2 AURKA DHFR M6PR BUB1 PPIA SLC2A3 SKAP2 TUBA4A CCNF RPA1 PSPH PDK1 LTA4H MAP2K3 MCM4 DDIT4 CALR TES ARPC5L SLC7A5 SLC6A6 UBE2D3 NFYC TFRC EIF2S2 PRDX1 NIBAN1 PNP NUP205 ADD3	clusterLn	none_q3
HALLMARK_MYC_TARGETS_V1	1.50493319554652e-22	1.88116649443315e-21	1.22950405660873	0.653544160494239	2.70498266577423	198	RPS2 PABPC1 MCM5 RPS3 RPS6 RPS5 RACK1 EEF1B2 RPL18 NAP1L1 RPL34 HNRNPA1 RPLP0 RPS10 RPL14 NPM1 RPL6 MCM7 FBL RPL22 CDC20 HNRNPD DEK TYMS MYC HNRNPA2B1 KPNA2 SNRPD2 PCNA MCM6 H2AZ1 CCNA2 SRSF1 ODC1 ERH LSM7 MCM2 DUT EIF3D SNRPG BUB3 CBX3 TRA2B LSM2 RAN RANBP1 HNRNPA3 SRSF2 U2AF1 SRSF7 SNRPA1 TFDP1 SNRPA EIF4A1 SNRPD1 SRSF3 UBE2E1 HNRNPU SERBP1 XPO1 POLE3 SYNCRIP KPNB1 CDK2 PPIA PHB2 SF3B3 SMARCC1 RRM1 G3BP1 HNRNPC RUVBL2 MAD2L1 SNRPD3 PCBP1 TRIM28 APEX1 DDX18 MCM4 PABPC4 NOP56 NCBP2 CLNS1A XRCC6 RSL1D1 PPM1G DDX21 EIF3B RNPS1 HNRNPR CDC45 STARD7 UBA2 CDK4 RFC4 DHX15 IMPDH2 RAD23B EIF2S2 CAD SNRPB2 TARDBP SET EIF4G2 SF3A1 NCBP1 GNL3 PSMB3 ILF2 PSMA7 PSMA2 C1QBP	clusterLn	none_q3
HALLMARK_MYC_TARGETS_V2	0.00325460237307552	0.00483837764653313	0.431707695803346	0.505324552384215	1.71412410885521	55	MCM5 DUSP2 NPM1 PLK1 MYC CBX3 DDX18 NIP7 NOP2 MCM4 IMP4 NOP56 WDR43 CDK4 GNL3 PPAN TBRG4 NOC4L PLK4 PUS1 LAS1L DCTPP1 FARSA NOLC1 HSPE1 NOP16 MRTO4 TCOF1 RCL1 TFB2M	clusterLn	none_q3
